,규모,면적,신축년도,용도지역,주소
1147,지상4/지하0,141㎡,2007년 04월 04일,2종일주,광주광역시 동구 지산동 232-25
1148,지상4/지하0,233㎡,2002년 08월 16일,2종일주,광주광역시 동구 지산동 187-42
1149,지상5/지하0,243㎡,2002년 08월 16일,2종일주,광주광역시 동구 지산동 187-30
1150,지상2/지하1,364㎡,1979년 11월 08일,2종일주,광주광역시 동구 지산동 178
1151,지상2/지하1,377.5㎡,1980년 06월 30일,준주거,광주광역시 서구 내방동 841-23
1152,지상4/지하0,283.7㎡,1982년 05월 20일,준주거,광주광역시 서구 내방동 840-31
1153,지상2/지하1,269㎡,1986년 09월 16일,2종일주,광주광역시 서구 내방동 591-4
1154,지상5/지하0,264㎡,2008년 06월 17일,3종일주,광주광역시 서구 내방동 503-26
1155,지상2/지하1,718㎡,1993년 02월 27일,1종일주,광주광역시 서구 치평동 245-1
1156,지상3/지하0,400㎡,1982년 07월 13일,2종일주,광주광역시 동구 용산동 243-4
1157,지상2/지하1,262㎡,1987년 06월 12일,2종일주,광주광역시 동구 용산동 239
1158,지상5/지하0,268㎡,2017년 01월 16일,2종일주,광주광역시 동구 소태동 954
1159,지상4/지하0,235㎡,2002년 09월 19일,2종일주,광주광역시 동구 소태동 722-19
1160,지상4/지하0,390㎡,2004년 03월 17일,2종일주,광주광역시 동구 소태동 532-133
1161,지상5/지하1,637㎡,2015년 02월 05일,2종일주,광주광역시 동구 소태동 508-4
1162,지상5/지하0,211.6㎡,2015년 10월 28일,중심상업,광주광역시 동구 금남로5가 116-2
1163,지상4/지하0,209.6㎡,2002년 10월 31일,일반상업,광주광역시 동구 대인동 311-9
1164,지상4/지하0,121.1㎡,2002년 09월 04일,중심상업,광주광역시 동구 금동 169-3
1165,지상4/지하0,114.4㎡,2004년 07월 15일,중심상업,광주광역시 동구 금동 57-38
1166,지상4/지하0,241.3㎡,2002년 10월 02일,중심상업,광주광역시 동구 금동 39
1167,지상5/지하0,175㎡,2005년 02월 07일,2종일주,광주광역시 서구 양동 438-504
1168,지상5/지하0,292㎡,2005년 01월 25일,2종일주,광주광역시 서구 양동 438-384
1169,지상5/지하0,156㎡,2005년 02월 23일,2종일주,광주광역시 서구 양동 438-61
1170,지상4/지하0,331㎡,1995년 09월 25일,2종일주,광주광역시 서구 양동 438-32
1171,지상1/지하0,468㎡,,2종일주,광주광역시 서구 양동 432-3
1172,지상2/지하1,458㎡,1980년 06월 11일,2종일주,광주광역시 서구 양동 425-16
1173,지상3/지하1,179㎡,1987년 09월 29일,3종일주,광주광역시 서구 양동 307-15
1174,지상3/지하0,156㎡,1987년 02월 17일,3종일주,광주광역시 서구 양동 307-14
1175,지상5/지하0,400㎡,2014년 03월 21일,준주거,광주광역시 서구 양동 287-2
1176,지상2/지하1,384.2㎡,1983년 06월 24일,2종일주,광주광역시 서구 농성동 667-35
1177,지상4/지하0,184.2㎡,2014년 03월 13일,2종일주,광주광역시 서구 농성동 667-6
1178,지상4/지하0,464.8㎡,2013년 12월 04일,1종일주,광주광역시 서구 농성동 664-9
1179,지상4/지하0,224.9㎡,2003년 02월 14일,준주거,광주광역시 서구 농성동 660-31
1180,지상4/지하0,225㎡,2003년 02월 14일,준주거,광주광역시 서구 농성동 660-14
1181,지상5/지하0,184.1㎡,2013년 09월 12일,2종일주,광주광역시 서구 농성동 632-23
1182,지상2/지하1,487㎡,1981년 01월 26일,2종일주,광주광역시 서구 농성동 475-1
1183,지상2/지하1,394㎡,1981년 11월 04일,2종일주,광주광역시 서구 농성동 390-8
1184,지상2/지하1,387㎡,1981년 11월 04일,2종일주,광주광역시 서구 농성동 390-7
1185,지상4/지하0,182㎡,2002년 01월 10일,2종일주,광주광역시 서구 농성동 390-2
1186,지상4/지하1,312㎡,1994년 01월 19일,1종일주,광주광역시 서구 농성동 374-13
1187,지상4/지하1,401㎡,1991년 11월 26일,1종일주,광주광역시 서구 농성동 373-15
1188,지상1/지하0,338㎡,,1종일주,광주광역시 서구 농성동 345-74
1189,지상8/지하0,142㎡,2012년 01월 17일,준주거,광주광역시 서구 농성동 166-10
1190,지상2/지하1,628㎡,1980년 01월 25일,3종일주,광주광역시 서구 광천동 682-5
1191,지상4/지하0,262㎡,2001년 08월 13일,3종일주,광주광역시 서구 광천동 651-11
1192,지상4/지하0,260㎡,2002년 11월 29일,3종일주,광주광역시 서구 광천동 636-15
1193,지상1/지하0,437㎡,1971년 03월 22일,2종일주,광주광역시 서구 광천동 629-16
1194,지상4/지하0,278㎡,2003년 08월 13일,2종일주,광주광역시 서구 광천동 627-15
1195,지상4/지하0,285㎡,2002년 09월 12일,3종일주,광주광역시 서구 광천동 581-22
1196,지상4/지하0,330㎡,2002년 05월 06일,3종일주,광주광역시 서구 광천동 581-7
1197,지상4/지하0,221㎡,2002년 08월 23일,3종일주,광주광역시 서구 광천동 566-17
1198,지상4/지하0,177㎡,2002년 10월 02일,2종일주,광주광역시 서구 광천동 116
1199,지상3/지하0,284.3㎡,2001년 10월 31일,1종일주,광주광역시 서구 화정동 1411
1200,지상4/지하1,124㎡,2004년 04월 16일,2종일주,광주광역시 서구 화정동 1171
1201,지상4/지하0,192㎡,2002년 07월 29일,2종일주,광주광역시 서구 화정동 1168
1202,지상4/지하0,499㎡,2004년 02월 10일,2종일주,광주광역시 서구 화정동 1043
1203,지상3/지하1,330.5㎡,1986년 01월 18일,준주거,광주광역시 서구 화정동 825-4
1204,지상2/지하1,182㎡,1981년 01월 22일,1종일주,광주광역시 서구 화정동 781-34
1205,지상4/지하0,377.2㎡,2008년 06월 12일,2종일주,광주광역시 서구 화정동 760-1
1206,지상3/지하1,449.9㎡,1983년 07월 14일,준주거,광주광역시 서구 화정동 750-11
1207,지상2/지하0,815㎡,1980년 08월 25일,1종일주,광주광역시 서구 화정동 368-30
1208,지상2/지하1,784㎡,1980년 12월 03일,1종일주,광주광역시 서구 화정동 368-21
1209,지상5/지하0,790㎡,2013년 10월 10일,2종일주,광주광역시 서구 화정동 332-6
1210,지상2/지하0,708㎡,1980년 08월 19일,1종일주,광주광역시 서구 화정동 325-1
1211,지상5/지하0,193㎡,2002년 10월 25일,2종일주,광주광역시 서구 화정동 178-100
1212,지상2/지하1,462㎡,1980년 09월 09일,1종일주,광주광역시 서구 화정동 70-74
1213,지상4/지하0,175㎡,2001년 12월 19일,1종일주,광주광역시 서구 화정동 70-60
1214,지상4/지하1,235㎡,1995년 09월 26일,1종일주,광주광역시 서구 화정동 23-135
1215,지상4/지하0,331㎡,2001년 10월 26일,2종일주,광주광역시 동구 동명동 228-21
1216,지상4/지하0,132㎡,2002년 04월 18일,2종일주,광주광역시 동구 동명동 200-208
1217,지상4/지하1,218㎡,2003년 04월 23일,2종일주,광주광역시 동구 동명동 200-206
1218,지상5/지하0,334㎡,2004년 03월 04일,2종일주,광주광역시 동구 동명동 200-141
1219,지상4/지하0,331㎡,2003년 02월 06일,근린상업,광주광역시 동구 동명동 179-10
1220,지상4/지하0,212㎡,2014년 07월 21일,근린상업,광주광역시 동구 동명동 159-10
1221,지상4/지하1,297㎡,1991년 10월 31일,2종일주,광주광역시 동구 동명동 154-49
1222,지상4/지하0,285㎡,2002년 07월 22일,2종일주,광주광역시 동구 동명동 154-48
1223,지상4/지하0,483㎡,2002년 05월 16일,2종일주,광주광역시 동구 동명동 154-12
1224,지상4/지하0,208.6㎡,2001년 07월 20일,준주거,광주광역시 동구 동명동 101-33
1225,지상4/지하0,261.8㎡,2002년 02월 07일,준주거,광주광역시 동구 동명동 101-24
1226,지상4/지하0,357㎡,2004년 01월 19일,2종일주,광주광역시 동구 동명동 72-26
1227,지상5/지하0,228㎡,2002년 01월 11일,근린상업,광주광역시 동구 동명동 18-16
1228,지상5/지하0,198㎡,2005년 11월 10일,준주거,광주광역시 동구 계림동 588-3
1229,지상4/지하0,225㎡,2003년 05월 30일,준주거,광주광역시 동구 계림동 585-14
1230,지상5/지하0,268㎡,2005년 12월 21일,준주거,광주광역시 동구 계림동 584-12
1231,지상5/지하0,194㎡,2007년 01월 02일,준주거,광주광역시 동구 계림동 583-7
1232,지상3/지하1,305㎡,1988년 02월 15일,일반상업,광주광역시 동구 계림동 578-8
1233,지상5/지하0,182㎡,2002년 03월 28일,준주거,광주광역시 동구 계림동 571-16
1234,지상5/지하0,182㎡,2002년 03월 28일,준주거,광주광역시 동구 계림동 571-12
1235,지상4/지하0,278㎡,2001년 08월 24일,준주거,광주광역시 동구 계림동 565-9
1236,지상5/지하0,168㎡,2005년 01월 12일,준주거,광주광역시 동구 계림동 562-20
1237,지상5/지하0,169㎡,2005년 01월 12일,준주거,광주광역시 동구 계림동 562-16
1238,지상3/지하0,331㎡,1984년 02월 23일,일반상업,광주광역시 동구 계림동 557-1
1239,지상4/지하0,271㎡,2013년 09월 17일,2종일주,광주광역시 동구 계림동 555-6
1240,지상3/지하1,340.5㎡,1990년 07월 31일,준주거,광주광역시 동구 계림동 530-1
1241,지상5/지하0,261㎡,2002년 12월 18일,준주거,광주광역시 동구 계림동 489-28
1242,지상4/지하0,132㎡,2003년 08월 30일,준주거,광주광역시 동구 계림동 489-21
1243,지상5/지하0,175㎡,2005년 10월 24일,준주거,광주광역시 동구 계림동 489-14
1244,지상5/지하0,149㎡,2010년 12월 27일,일반상업,광주광역시 동구 계림동 485-47
1245,지상4/지하0,221㎡,2002년 01월 19일,일반상업,광주광역시 동구 계림동 485-46
1246,지상3/지하1,185㎡,1991년 05월 27일,일반상업,광주광역시 동구 계림동 295-23
1247,지상3/지하1,294㎡,1989년 09월 07일,일반상업,광주광역시 동구 계림동 295-4
1248,지상3/지하0,238㎡,1986년 12월 02일,일반상업,광주광역시 동구 계림동 292-8
1249,지상4/지하1,256㎡,1983년 10월 31일,2종일주,광주광역시 동구 계림동 181-9
1250,지상4/지하0,417㎡,2012년 02월 22일,3종일주,광주광역시 동구 계림동 116-10
1251,지상5/지하0,310㎡,2014년 02월 19일,2종일주,광주광역시 동구 서석동 470-23
1252,지상4/지하0,416㎡,2013년 08월 12일,2종일주,광주광역시 동구 서석동 468-31
1253,지상4/지하0,183㎡,2013년 08월 07일,2종일주,광주광역시 동구 서석동 468-7
1254,지상4/지하0,357㎡,2012년 09월 11일,2종일주,광주광역시 동구 서석동 429-1
1255,지상4/지하0,387㎡,2012년 09월 20일,2종일주,광주광역시 동구 서석동 429
1256,지상4/지하0,252㎡,2006년 01월 18일,준주거,광주광역시 동구 서석동 428-4
1257,지상4/지하0,348.3㎡,2007년 01월 10일,2종일주,광주광역시 동구 서석동 119
1258,지상4/지하0,444.8㎡,2015년 01월 14일,2종일주,광주광역시 동구 서석동 97-33
1259,지상2/지하0,148㎡,1989년 06월 23일,3종일주,광주광역시 동구 학동 901-365
1260,지상4/지하1,275㎡,1996년 01월 16일,3종일주,광주광역시 동구 학동 901-296
1261,지상4/지하0,145㎡,1997년 10월 21일,3종일주,광주광역시 동구 학동 901-116
1262,지상4/지하0,225㎡,1998년 05월 09일,3종일주,광주광역시 동구 학동 901-111
1263,지상3/지하0,218㎡,1997년 12월 04일,3종일주,광주광역시 동구 학동 901-93
1264,지상4/지하0,151㎡,1996년 09월 24일,3종일주,광주광역시 동구 학동 901-42
1265,지상3/지하1,158㎡,1997년 04월 01일,3종일주,광주광역시 동구 학동 901-16
1266,지상3/지하0,273㎡,2005년 03월 30일,1종일주,광주광역시 동구 학동 790-3
1267,지상4/지하0,418㎡,2004년 08월 13일,2종일주,광주광역시 동구 학동 788-12
1268,지상4/지하0,425㎡,2004년 08월 13일,2종일주,광주광역시 동구 학동 788
1269,지상2/지하1,278㎡,1979년 12월 29일,1종일주,광주광역시 동구 학동 778-7
1270,지상2/지하0,236㎡,1979년 12월 29일,1종일주,광주광역시 동구 학동 778-5
1271,지상4/지하0,369㎡,1996년 04월 03일,2종일주,광주광역시 동구 학동 739-2
1272,지상4/지하0,396㎡,1996년 04월 03일,2종일주,광주광역시 동구 학동 739-1
1273,지상1/지하0,320㎡,1994년 05월 19일,2종일주,광주광역시 동구 학동 739
1274,지상4/지하0,"1,081㎡",2013년 08월 22일,2종일주,광주광역시 동구 학동 730-5
1275,지상2/지하0,195㎡,1988년 03월 26일,3종일주,광주광역시 동구 학동 636-11
1276,지상4/지하0,243㎡,2002년 08월 01일,준주거,광주광역시 동구 학동 524-12
1277,지상5/지하0,393㎡,2012년 01월 03일,준주거,광주광역시 동구 학동 522-3
1278,지상2/지하0,352㎡,1984년 10월 08일,1종일주,광주광역시 동구 학동 258
1279,지상4/지하0,"1,841㎡",2013년 12월 24일,1종일주,광주광역시 동구 학동 236-1
1280,지상4/지하0,188㎡,2003년 10월 01일,준주거,광주광역시 동구 학동 29-18
1281,지상4/지하0,169.9㎡,2004년 01월 29일,2종일주,광주광역시 동구 산수동 549-23
1282,지상2/지하1,387.1㎡,1980년 11월 26일,2종일주,광주광역시 동구 산수동 549-11
1283,지상4/지하0,159㎡,2003년 03월 28일,준주거,광주광역시 동구 산수동 543-24
1284,지상5/지하0,190.1㎡,2000년 12월 30일,준주거,광주광역시 동구 산수동 542-10
1285,지상4/지하0,197.1㎡,2004년 06월 18일,준주거,광주광역시 동구 산수동 538-22
1286,지상4/지하0,196.7㎡,2003년 08월 12일,준주거,광주광역시 동구 산수동 537-23
1287,지상4/지하0,196.7㎡,2003년 08월 12일,준주거,광주광역시 동구 산수동 537-22
1288,지상4/지하0,196.7㎡,2002년 12월 26일,준주거,광주광역시 동구 산수동 537-21
1289,지상5/지하0,209.6㎡,2005년 08월 31일,준주거,광주광역시 동구 산수동 537-20
1290,지상4/지하0,316.4㎡,2009년 05월 28일,준주거,광주광역시 동구 산수동 522-83
1291,지상3/지하0,368.2㎡,1994년 08월 27일,1종일주,광주광역시 동구 산수동 517-14
1292,지상4/지하0,422.1㎡,2012년 12월 06일,2종일주,광주광역시 동구 산수동 509-4
1293,지상4/지하0,409㎡,2007년 05월 04일,2종일주,광주광역시 동구 산수동 490-2
1294,지상5/지하0,184㎡,2003년 07월 18일,2종일주,광주광역시 동구 산수동 484-3
1295,지상5/지하0,449㎡,2006년 06월 30일,2종일주,광주광역시 동구 산수동 483-6
1296,지상5/지하0,231㎡,2006년 01월 19일,2종일주,광주광역시 동구 산수동 483-5
1297,지상4/지하1,208㎡,1995년 08월 22일,2종일주,광주광역시 동구 산수동 482-4
1298,지상5/지하0,204㎡,2002년 11월 14일,2종일주,광주광역시 동구 산수동 480-15
1299,지상5/지하0,172㎡,2002년 11월 14일,2종일주,광주광역시 동구 산수동 480-8
1300,지상4/지하0,162㎡,2002년 09월 30일,2종일주,광주광역시 동구 산수동 480-7
1301,지상5/지하0,208㎡,2002년 11월 14일,2종일주,광주광역시 동구 산수동 480-4
1302,지상5/지하0,134㎡,2002년 04월 24일,2종일주,광주광역시 동구 산수동 480-2
1303,지상3/지하0,"1,060.4㎡",1971년,2종일주,광주광역시 동구 산수동 463-9
1304,지상2/지하1,783.4㎡,1980년 06월 17일,2종일주,광주광역시 동구 산수동 463-8
1305,지상5/지하0,211㎡,2004년 02월 27일,2종일주,광주광역시 동구 산수동 428-5
1306,지상4/지하1,224㎡,2005년 07월 20일,2종일주,광주광역시 동구 산수동 428-1
1307,지상5/지하0,268㎡,2004년 11월 29일,2종일주,광주광역시 동구 산수동 428
1308,지상5/지하0,349㎡,2005년 05월 18일,2종일주,광주광역시 동구 산수동 427-15
1309,지상5/지하0,402㎡,2005년 04월 18일,2종일주,광주광역시 동구 산수동 427-1
1310,지상5/지하0,111㎡,2003년 12월 29일,2종일주,광주광역시 동구 산수동 426-35
1311,지상4/지하0,162㎡,2003년 05월 09일,2종일주,광주광역시 동구 산수동 426-34
1312,지상2/지하0,135㎡,2002년 05월 13일,2종일주,광주광역시 동구 산수동 426-24
1313,지상5/지하0,116㎡,2003년 12월 29일,2종일주,광주광역시 동구 산수동 426-17
1314,지상4/지하0,185㎡,2002년 11월 28일,2종일주,광주광역시 동구 산수동 426-14
1315,지상3/지하0,193㎡,2002년 11월 07일,2종일주,광주광역시 동구 산수동 425-20
1316,지상3/지하0,136㎡,2002년 08월 23일,2종일주,광주광역시 동구 산수동 424-4
1317,지상4/지하0,223㎡,2001년 05월 17일,2종일주,광주광역시 동구 산수동 406-10
1318,지상5/지하0,196㎡,2003년 04월 14일,2종일주,광주광역시 동구 산수동 401-27
1319,지상5/지하0,253㎡,2004년 03월 08일,2종일주,광주광역시 동구 산수동 401-24
1320,지상4/지하0,212㎡,2004년 03월 04일,2종일주,광주광역시 동구 산수동 401-23
1321,지상5/지하0,255㎡,2004년 03월 29일,2종일주,광주광역시 동구 산수동 401-22
1322,지상4/지하0,242㎡,2001년 10월 20일,2종일주,광주광역시 동구 산수동 392-2
1323,지상5/지하0,161㎡,2003년 02월 28일,2종일주,광주광역시 동구 산수동 372-5
1324,지상5/지하0,201㎡,2006년 01월 27일,2종일주,광주광역시 동구 산수동 372-4
1325,지상3/지하1,193㎡,1997년 05월 22일,2종일주,광주광역시 동구 산수동 371-2
1326,지상4/지하0,261㎡,2003년 06월 04일,1종일주,광주광역시 동구 산수동 227-21
1327,지상4/지하1,"2,992㎡",2014년 03월 13일,1종일주,광주광역시 서구 쌍촌동 531-1
1328,지상4/지하1,"1,493.3㎡",2012년 06월 15일,1종일주,광주광역시 서구 쌍촌동 1004-10
1329,지상4/지하1,"1,628.2㎡",1981년 09월 23일,2종일주,광주광역시 서구 쌍촌동 949-1
1330,지상7/지하1,"1,629㎡",2017년 11월 02일,2종일주,광주광역시 서구 쌍촌동 564-59
1331,지상2/지하1,"1,216㎡",1981년 06월 02일,1종일주,광주광역시 서구 쌍촌동 564-55
1332,지상4/지하0,814㎡,1981년 08월 01일,일반상업,광주광역시 서구 쌍촌동 969-48
1333,지상2/지하0,"1,333.2㎡",1979년 08월 29일,1종일주,광주광역시 서구 쌍촌동 1001-13
1334,지상3/지하1,"2,584.8㎡",1985년 01월 04일,준주거,광주광역시 서구 쌍촌동 988
1335,지상4/지하0,627㎡,2013년 07월 05일,1종일주,광주광역시 서구 쌍촌동 991-6
1336,지상4/지하0,185.8㎡,1998년 06월 17일,1종일주,광주광역시 서구 쌍촌동 990-10
1337,지상3/지하1,"2,173㎡",1982년 07월 06일,2종일주,광주광역시 서구 쌍촌동 608-1
1338,지상3/지하0,654㎡,1983년 08월 25일,1종일주,광주광역시 서구 쌍촌동 544-4
1339,지상4/지하0,801㎡,1983년 04월 29일,1종일주,광주광역시 서구 쌍촌동 330-3
1340,지상4/지하0,"3,052㎡",2015년 05월 27일,1종일주,광주광역시 동구 소태동 772-5
1341,지상2/지하1,912㎡,1991년 10월 22일,2종일주,광주광역시 동구 소태동 722-72
1342,지상3/지하1,911㎡,1991년 10월 22일,2종일주,광주광역시 동구 소태동 722-1
1343,지상3/지하1,"1,387㎡",1990년 09월 27일,1종일주,광주광역시 동구 소태동 677
1344,지상3/지하1,883㎡,1983년 10월 18일,준주거,광주광역시 동구 소태동 671-1
1345,지상3/지하0,762㎡,1983년 08월 01일,준주거,광주광역시 동구 소태동 655
1346,지상3/지하1,679㎡,1990년 04월 17일,2종일주,광주광역시 동구 소태동 551-1
1347,지상1/지하0,162㎡,,3종일주,광주광역시 동구 소태동 223
1348,지상4/지하1,544.5㎡,1974년 12월 13일,중심상업,광주광역시 동구 충장로4가 32
1349,지상6/지하0,416㎡,2013년 07월 26일,준주거,광주광역시 동구 용산동 636-84
1350,지상3/지하1,566㎡,1982년 10월 22일,1종일주,광주광역시 동구 용산동 636-53
1351,지상2/지하0,"1,878㎡",1980년 07월 14일,준주거,광주광역시 동구 용산동 636-16
1352,지상2/지하1,"1,134㎡",1981년 08월 14일,2종일주,광주광역시 동구 운림동 868
1353,지상3/지하1,635㎡,1983년 09월 08일,준주거,광주광역시 동구 계림동 487-28
1354,지상3/지하1,135㎡,1988년 12월 05일,2종일주,광주광역시 동구 동명동 207-107
1355,지상4/지하0,693.8㎡,1982년 05월 20일,준주거,광주광역시 서구 내방동 840-20
1356,지상3/지하0,790㎡,1986년 04월 30일,2종일주,광주광역시 서구 내방동 481-3
1357,지상3/지하1,"1,868㎡",1984년 12월 11일,2종일주,광주광역시 서구 내방동 311-12
1358,지상4/지하0,"1,595㎡",2012년 12월 07일,2종일주,광주광역시 서구 내방동 309-2
1359,지상3/지하0,875㎡,1984년 04월 30일,3종일주,광주광역시 서구 광천동 747-9
1360,지상3/지하0,"1,317㎡",1984년 04월 30일,3종일주,광주광역시 서구 광천동 747-3
1361,지상3/지하0,"1,030㎡",1988년 02월 08일,3종일주,광주광역시 서구 광천동 711-18
1362,지상3/지하0,831㎡,1987년 11월 14일,3종일주,광주광역시 서구 광천동 711-17
1363,지상3/지하1,"3,243㎡",1982년 10월 19일,일반상업,광주광역시 서구 광천동 106-1
1364,지상3/지하1,450.9㎡,1983년 03월 17일,2종일주,광주광역시 동구 산수동 549-10
1365,지상4/지하0,"2,055.1㎡",1971년,2종일주,광주광역시 동구 산수동 463-12
1366,지상4/지하0,780.4㎡,1971년,2종일주,광주광역시 동구 산수동 463-5
1367,지상3/지하1,"1,574㎡",1980년 12월 27일,2종일주,광주광역시 동구 산수동 128-1
1368,지상4/지하0,962.3㎡,1982년 11월 27일,2종일주,광주광역시 서구 농성동 667-10
1369,지상4/지하1,"1,425㎡",1992년 10월 09일,2종일주,광주광역시 서구 농성동 665-15
1370,지상4/지하1,528.9㎡,1982년 05월 21일,1종일주,광주광역시 서구 농성동 651-8
1371,지상5/지하0,784.1㎡,2014년 01월 20일,준주거,광주광역시 서구 농성동 629-11
1372,지상6/지하0,628㎡,2012년 12월 21일,준주거,광주광역시 서구 농성동 278-1
1373,지상4/지하1,974㎡,1996년 11월 19일,2종일주,광주광역시 동구 학동 716-4
1374,지상4/지하1,894㎡,1983년 01월 28일,3종일주,광주광역시 동구 학동 676-12
1375,지상4/지하1,743㎡,1982년 12월 23일,3종일주,광주광역시 동구 학동 676-11
1376,지상4/지하1,"3,746㎡",2013년 01월 29일,자연녹지,광주광역시 동구 학동 662-34
1377,지상5/지하0,381.5㎡,2013년 03월 12일,근린상업,광주광역시 동구 지산동 722-9
1378,지상4/지하0,264㎡,2003년 10월 25일,2종일주,광주광역시 동구 지산동 694-8
1379,지상4/지하1,694㎡,1982년 02월 11일,2종일주,광주광역시 동구 지산동 691-3
1380,지상3/지하1,919㎡,1983년 11월 26일,근린상업,광주광역시 동구 지산동 394-6
1381,지상5/지하0,459㎡,2006년 04월 06일,2종일주,광주광역시 동구 지산동 232-22
1382,지상3/지하1,"1,260㎡",1981년 10월 13일,2종일주,광주광역시 동구 지산동 223-1
1383,지상7/지하4,"4,415㎡",1997년 09월 25일,일반상업,광주광역시 서구 화정동 23-15
1384,지상4/지하0,731.5㎡,2016년 06월 14일,1종일주,광주광역시 서구 화정동 756-37
1385,지상2/지하1,705.8㎡,1980년 11월 22일,1종일주,광주광역시 서구 화정동 748-1
1386,지상5/지하1,490.9㎡,2013년 03월 20일,2종일주,광주광역시 서구 화정동 742-7
1387,지상3/지하0,"3,605㎡",,3종일주,광주광역시 서구 광천동 650-7
1388,지상1/지하0,"12,228㎡",2009년 12월 30일,3종일주,광주광역시 서구 쌍촌동 1228
1389,지상1/지하0,"35,788㎡",2009년 11월 17일,3종일주,광주광역시 서구 쌍촌동 1229
1390,지상14/지하1,"35,366.3㎡",1991년 09월 19일,3종일주,광주광역시 서구 쌍촌동 1228-1
1391,지상12/지하1,"21,956㎡",1998년 01월 08일,3종일주,광주광역시 서구 쌍촌동 452-22
1392,지상20/지하1,"4,124㎡",1997년 02월 12일,3종일주,광주광역시 서구 쌍촌동 879
1393,지상17/지하1,"4,273㎡",1996년 08월 12일,3종일주,광주광역시 서구 쌍촌동 543-1
1394,지상5/지하0,"1,067.5㎡",1984년 11월 16일,2종일주,광주광역시 서구 쌍촌동 983-10
1395,지상10/지하1,680.7㎡,2012년 12월 10일,일반상업,광주광역시 서구 쌍촌동 970-6
1396,지상5/지하0,"1,003㎡",1982년 11월 05일,일반상업,광주광역시 서구 쌍촌동 970-2
1397,지상5/지하1,"1,678.5㎡",1980년 10월 16일,일반상업,광주광역시 서구 쌍촌동 969-12
1398,지상5/지하0,"1,840㎡",1981년 10월 27일,일반상업,광주광역시 서구 쌍촌동 968-1
1399,지상5/지하0,896.2㎡,1982년 07월 15일,준주거,광주광역시 서구 쌍촌동 965-13
1400,지상5/지하0,997.6㎡,1981년 12월 28일,2종일주,광주광역시 서구 쌍촌동 951-5
1401,지상9/지하1,"2,143㎡",1984년 11월 02일,3종일주,광주광역시 서구 쌍촌동 282-9
1402,지상11/지하1,"3,541.5㎡",1985년 11월 12일,일반상업,광주광역시 서구 쌍촌동 966-2
1403,지상18/지하1,"4,927㎡",1995년 08월 25일,2종일주,광주광역시 서구 쌍촌동 1135
1404,지상24/지하3,"9,016㎡",2011년 11월 17일,3종일주,광주광역시 서구 쌍촌동 137-4
1405,지상1/지하0,"2,183.5㎡",1988년 06월 14일,3종일주,광주광역시 서구 쌍촌동 963-2
1406,지상15/지하1,"22,097.7㎡",1998년 02월 23일,3종일주,광주광역시 서구 치평동 1159
1407,지상17/지하1,"16,489.5㎡",1998년 02월 12일,3종일주,광주광역시 서구 치평동 1168-11
1408,지상15/지하2,"1,532.3㎡",2014년 08월 01일,중심상업,광주광역시 서구 치평동 1259-4
1409,지상15/지하1,"18,076.3㎡",1998년 02월 10일,3종일주,광주광역시 서구 치평동 1168
1410,지상15/지하2,"2,065.9㎡",2014년 03월 25일,중심상업,광주광역시 서구 치평동 1218
1411,지상15/지하2,"2,104.1㎡",2014년 07월 28일,중심상업,광주광역시 서구 치평동 1258-5
1412,지상20/지하1,"21,480.4㎡",2000년 06월 16일,3종일주,광주광역시 서구 풍암동 1057
1413,지상15/지하1,"20,341.7㎡",2000년 06월 07일,3종일주,광주광역시 서구 풍암동 1053
1414,지상11/지하1,"2,394㎡",1983년 12월 22일,3종일주,광주광역시 동구 학동 719-34
1415,지상5/지하0,"1,083㎡",1983년 12월 07일,3종일주,광주광역시 동구 학동 901-305
1416,지상5/지하0,566㎡,1984년 01월 19일,3종일주,광주광역시 동구 학동 721-6
1417,지상5/지하0,"1,155㎡",1984년 03월 03일,3종일주,광주광역시 동구 학동 721-5
1418,지상5/지하0,957㎡,1982년 09월 22일,3종일주,광주광역시 동구 학동 637-208
1419,지상15/지하1,"2,785㎡",1992년 11월 13일,3종일주,광주광역시 동구 학동 898-4
1420,지상1/지하0,"5,529㎡",,3종일주,광주광역시 동구 학동 270
1421,지상20/지하1,"10,914㎡",1994년 02월 16일,3종일주,광주광역시 동구 학동 676-1
1422,지상15/지하1,"6,865㎡",1995년 08월 31일,3종일주,광주광역시 동구 산수동 84
1423,지상5/지하0,"2,923.6㎡",1984년 06월 30일,2종일주,광주광역시 동구 산수동 463-19
1424,지상2/지하0,"2,901.7㎡",,2종일주,광주광역시 동구 산수동 463-6
1425,지상5/지하0,"2,289.9㎡",1983년 12월 27일,2종일주,광주광역시 동구 산수동 552-17
1426,지상2/지하0,"2,366㎡",1990년 07월 31일,2종일주,광주광역시 동구 산수동 240-14
1427,지상5/지하1,"3,263㎡",1979년 09월 05일,2종일주,광주광역시 동구 산수동 104-3
1428,지상5/지하0,506㎡,1984년 01월 21일,3종일주,광주광역시 동구 산수동 25
1429,지상10/지하1,"7,092㎡",1989년 11월 07일,3종일주,광주광역시 동구 산수동 12
1430,지상2/지하0,"2,796㎡",1997년 01월 22일,3종일주,광주광역시 서구 농성동 414
1431,지상14/지하0,"4,471㎡",2012년 12월 07일,2종일주,광주광역시 서구 농성동 112-1
1432,지상1/지하0,"5,456㎡",1995년 11월 08일,3종일주,광주광역시 서구 농성동 117
